1049.97	105.307
1050.97	105.321
1051.97	105.285
1052.97	105.238
1053.97	105.218
1054.97	105.231
1055.97	105.208
1056.97	105.179
1057.97	105.147
1058.97	105.132
1059.97	105.107
1060.97	105.087
1061.97	105.064
1062.97	105.065
1063.97	105.014
1064.97	105.017
1065.97	105.003
1066.97	104.958
1067.97	104.948
1068.97	104.907
1069.97	104.913
1070.97	104.903
1071.97	104.872
1072.97	104.846
1073.97	104.81
1074.97	104.825
1075.97	104.805
1076.97	104.775
1077.97	104.749
1078.97	104.739
1079.97	104.73
1080.97	104.704
1081.97	104.687
1082.97	104.682
1083.97	104.666
1084.97	104.643
1085.97	104.646
1086.97	104.591
1087.97	104.613
1088.97	104.607
1089.97	104.549
1090.97	104.569
1091.97	104.541
1092.97	104.538
1093.97	104.515
1094.97	104.468
1095.97	104.49
1096.97	104.469
1097.97	104.417
1098.97	104.425
1099.97	104.435
